Yan'an	109.48333333333332	36.583333333333336	9
Inderøy	11.22	63.899444444444434	22
Moreno_Valley,_California	-117.22833333333334	33.943055555555546	24
Drumcondra,_Dublin	-6.256	53.368	29
Stenungsund_Municipality	11.816666666666665	58.08333333333334	30
Pijnacker	4.433333333333334	52.01666666666666	32
Venango_County,_Pennsylvania	-79.76	41.4	41
Tallahassee,_Florida	-84.25333333333333	30.455	45
El_Jadida	-8.5	33.23333333333333	57
Auchinleck_Talbot_F.C.	-4.290322	55.46804	61
Thurston_County,_Washington	-122.83	46.93	62
Montgomery_County,_Indiana	-86.89	40.04	84
Fort_Washington,_Maryland	-77.01027777777777	38.743611111111115	85
Ancash_Region	-77.53	-9.53	87
Högsby_Municipality	16.033333333333335	57.16666666666666	98
Kane_County,_Utah	-111.89	37.29	99
Lewisville,_Texas	-97.00611111111112	33.03833333333333	102
Cyprus	33.0	35.0	114
Grant_County,_New_Mexico	-108.38	32.73	118
Yozgat_Province	35.269166666666656	39.66944444444445	124
Astorga,_Spain	-6.0633333333333335	42.458888888888886	127
Gedo	41.48416666666667	2.438055555555556	128
Gmina_Uchanie	23.63333333333333	50.9	133
Ventura,_California	-119.22777777777776	34.275	135
Karditsa_(regional_unit)	22.0	39.333333333333336	136
Bologna_Guglielmo_Marconi_Airport	11.288666666666666	44.53544444444446	141
Vaslui	27.729166666666664	46.63833333333334	148
Rendsburg-Eckernförde	9.75	54.25	163
Safranbolu	32.6832	41.24938888888889	171
Carbon_County,_Utah	-110.58	39.64	174
Cumberland,_MD-WV_MSA	-78.78333333333333	39.583333333333336	182
New_Plymouth	174.08333333333337	-39.06666666666667	186
Paros	25.15	37.083333333333336	193
Malacky_District	17.01833333333333	48.43638888888889	211
Betoambari_Airport	122.55	-5.5166666666666675	213
Westerveld	6.316666666666666	52.86666666666667	215
Ulanhot_Airport	122.005	46.19666666666666	221
Simi_Valley	-118.71083333333334	34.27833333333333	225
Belgrade_Nikola_Tesla_Airport	20.306944444444444	44.81944444444446	227
Dumbarton	-4.566667	55.95	228
Bindal	12.588611111111113	65.09666666666666	235
York_County,_South_Carolina	-81.18	34.97	239
McCormick_County,_South_Carolina	-82.3	33.9	244
Sheffield,_Massachusetts	-73.35555555555554	42.11027777777778	253
Xilinhot_Airport	115.96388888888887	43.91666666666666	256
Levice_District	18.60805555555556	48.21638888888889	259
Mozirje	14.966666666666667	46.33333333333334	260
Kożuchów	15.6	51.75	263
Gmina_Tworóg	18.7	50.53333333333333	269
Sivasagar_district	94.63140833333333	26.98441666666667	270
Clarkston,_Washington	-117.04861111111113	46.41361111111111	307
Budapest_Ferenc_Liszt_International_Airport	19.261944444444445	47.43944444444444	315
Florence,_Oregon	-124.10305555555556	43.98416666666667	318
Orangeburg_County,_South_Carolina	-80.8	33.44	320
Gmina_Wysokie_Mazowieckie	22.514444444444447	52.91916666666666	323
Jbeil_District	35.6511111111111	34.12361111111111	326
City_of_Lancaster	-2.801	54.047	331
Waterberg_District_Municipality	28.4	-24.7	333
Lefkada_(regional_unit)	20.666666666666668	38.75	335
Pukë_District	19.983333333333334	42.06666666666667	345
Ommen	6.416666666666668	52.51666666666666	348
Yilan_City	121.75	24.75	352
Prince_George_County,_Virginia	-77.22	37.19	360
Barcelona	2.183333333333333	41.38333333333333	364
Bischofshofen	13.219444444444445	47.41722222222222	375
Mirzapur_district	82.564807	25.150676999999998	376
Ōta,_Tokyo	139.71605	35.561255555555555	382
Le_Locle_District	6.748611111111112	47.05694444444444	386
Battle_of_La_Rothière	4.5583	48.3458	389
Elmwood_Park,_Illinois	-87.81555555555555	41.9225	396
Morropón_Province	-80.162104	-5.097523000000001	403
École_Polytechnique_Fédérale_de_Lausanne	6.565555555555554	46.52027777777778	412
Blue_Island,_Illinois	-87.68	41.65722222222223	420
Akron–Canton_Airport	-81.44366666666667	40.915	431
St._Peter's_Basilica	12.453333333333333	41.90222222222222	434
Kvemo_Kartli	44.51666666666666	41.516666666666666	444
Livingston,_Texas	-94.93444444444445	30.709444444444447	450
Ione,_California	-120.9327777777778	38.35277777777778	452
Raleigh_County,_West_Virginia	-81.26	37.78	458
Central_Kalimantan	113.91666666666669	-2.216666666666667	460
Nassau_Community_College	-73.59223	40.729877	467
Böblingen	9.015277777777778	48.685555555555545	471
Agoura_Hills,_California	-118.76166666666668	34.15333333333333	472
Lemmer	5.7093	52.8437	480
Erie,_Pennsylvania	-80.08521388888889	42.12956111111111	494
Campo_de_Borja	-1.5333333333333332	41.81666666666667	500
Gmina_Nowe_Miasto_nad_Wartą	17.4	52.08333333333334	507
Athens_County,_Ohio	-82.05	39.33	515
Messenia	22.0	37.16666666666666	516
Peawanuck_Airport	-85.44333333333334	54.98805555555556	521
Amstelveen	4.85	52.3	522
Darlinghurst,_New_South_Wales	151.225	-33.8833	531
Paucar_del_Sara_Sara_Province	-73.34583333333333	-15.279722222222222	532
Woodruff_County,_Arkansas	-91.22138888888891	35.19499999999999	539
Juneau,_Alaska	-134.4216125	58.3014485	544
Savigliano	7.633333333333333	44.65	546
Charlevoix_Regional_County_Municipality	-70.48333333333333	47.48333333333333	547
Orillia	-79.41666666666667	44.6	548
Susanville,_California	-120.65305555555555	40.41638888888889	571
Crescent_City,_California	-124.20166666666668	41.755833333333335	576
Bordighera	7.666666666666668	43.78333333333333	577
Cross_River_State	8.5	5.75	580
Montvale,_New_Jersey	-74.047298	41.054594	585
Värnamo_Municipality	14.033333333333333	57.18333333333333	590
Uruguay	-56.0	-33.0	601
Chiquimula	-89.53333333333332	14.783333333333333	608
Boulia_Airport	139.89972222222218	-22.91333333333333	613
Piatra_Neamț	26.37083333333333	46.9275	617
Wellingborough_Town_F.C.	-0.682225	52.293163888888884	622
Binzhou	118.01666666666668	37.36666666666667	624
Makhado_Local_Municipality	29.75	-23.0	626
Melaky	44.016999999999996	-18.07	628
Curitiba	-49.25	-25.41666666666667	629
Battle_of_the_Dunes_(1658)	2.3775	51.0383	630
Frankenberg,_Hesse	8.796666666666667	51.058888888888895	637
St._Mary's_County,_Maryland	-76.5636111111111	38.252222222222215	640
Yorba_Linda,_California	-117.813231	33.888551	645
Mazandaran_Province	53.0588	36.5656	650
Torbat-e_Heydarieh_County	59.31666666666667	35.4	655
County_of_Warner_No._5	-112.11194444444445	49.276111111111106	658
Saratov_Tsentralny_Airport	46.04666666666667	51.565	668
Hamelin-Pyrmont	9.33	52.08	675
Quilmes	-58.26666666666666	-34.71666666666667	683
Manang_District,_Nepal	84.24083333333333	28.551944444444448	686
Guarulhos	-46.53333333333333	-23.466666666666665	689
Carmel,_New_York	-73.72944444444444	41.385	695
Battle_of_St._Quentin_(1557)	3.2864	49.8486	701
Sequoyah_County,_Oklahoma	-94.75	35.5	702
Setúbal_District	-8.89261111111111	38.524305555555564	711
Vierzon	2.0694	47.2225	714
Second_Battle_of_Artois	2.75	50.5	717
Bagneux,_Hauts-de-Seine	2.3137	48.7983	721
